# WORKING_DIRECTORY: /home/erje/boris/
# Ms:		1750.0
# H:		700.0
# gamma:	2800000.0
# alpha:	3.1e-16
# d:		5.1e-06
# L:		0.0013
# k_max:	1000.0
# n:		0.0
# phi:		0.0
# theta:	90.0
# frequency:	2.5
768560.4255265761	7579.125349159684	-3790.2974993781277	19104.366394731005
769628.3842480206	15178.046500481807	-3968.6309867165646	19024.3472535043
770696.3429694651	22776.967651803927	-4143.844123353738	18930.56972193343
773067.6158084023	30074.99503035207	-4297.17596986332	18800.029370900098
775942.1970010994	37189.83314947416	-4437.312595102957	18650.721915934308
779306.0818769371	44086.819233034854	-4563.260189243132	18485.429096755586
783142.881926937	50732.35185811767	-4674.321493709773	18307.121968812793
787209.2704459488	57239.93381358843	-4775.342141867398	18120.538276299972
791610.6666452899	63525.77902255965	-4863.686657990984	17926.60348027715
796335.006603915	69572.65842023726	-4939.427809725805	17727.509563231975
801164.159619607	75536.16574778807	-5008.14632871593	17525.410402370337
806198.4942500745	81327.5052580565	-5067.3762262849295	17321.220111461167
811431.8769340499	86939.62109593673	-5117.420157205608	17116.202829005546
816762.4074750699	92459.54705974938	-5161.228962646554	16910.94472779671
822188.4621418936	97885.60172657316	-5199.050589799575	16706.053135453843
827708.3881057062	103216.13226759317	-5231.14135053401	16502.08686514283
833320.5039435864	108449.5149515686	-5257.763116949608	16299.556993659415
839023.1001506841	113584.155639437	-5279.180782000223	16098.928015428912
844814.4396609525	118618.49026990446	-5295.6599853043945	15900.619307997153
850692.7583762747	123550.98533587385	-5307.465099573754	15705.00684887731
856571.0770915969	128483.48040184323	-5317.108211625569	15510.946574948945
862534.5844191477	133312.6334175353	-5322.48539632726	15320.054267962834
868581.4638168253	138036.97337616043	-5323.849306358801	15132.606718850087
874628.3432145029	142761.31333478555	-5323.532886551532	14947.113868973693
880675.2226121805	147485.65329341067	-5321.6142734182595	14763.619135453699
886803.632141943	152103.74111525173	-5316.189089274132	14583.965584645679
892932.0416717054	156721.8289370928	-5309.413448186741	14406.444579806308
899140.1145606427	161232.25790786283	-5299.478481024783	14232.992045758268
905348.1874495801	165742.68687863287	-5288.424315916212	14061.757521827247
911556.2603385174	170253.1158494029	-5276.310583253107	13892.746832383104
917842.1055474886	174654.51204874393	-5261.465300288701	13727.991188161834
924127.9507564597	179055.90824808495	-5245.7643247581955	13565.493699911909
930413.7959654309	183457.30444742597	-5229.257367384871	13405.246220592837
936699.6411744021	187858.70064676699	-5211.992049702938	13247.238486869412
943061.3439740642	192149.7233667594	-5192.465164932281	13093.582150263748
949423.0467737264	196440.7460867518	-5172.351594739554	12942.153777948468
955784.7495733885	200731.76880674422	-5151.69012496009	12792.933881023648
962146.4523730506	205022.79152673663	-5130.517794056303	12645.901807602988
968508.1551727128	209313.81424672905	-5108.869959652535	12501.035868067347
974943.7777267658	213493.15640028426	-5085.432245289441	12360.498246255936
981379.4002808189	217672.49855383948	-5061.656685466267	12222.07916321305
987815.022834872	221851.8407073947	-5037.571269487002	12085.7517676104
994250.6453889251	226031.18286094992	-5013.202634205063	11951.488798177968
1000686.2679429782	230210.52501450514	-4988.576121079501	11819.262657178859
1007121.8904970313	234389.86716806036	-4963.715831218586	11689.045478100408
1013557.5130510844	238569.20932161558	-4938.644678442492	11560.80918794791
1020065.0950065551	242635.59784062742	-4912.273786526355	11436.719816702946
1026572.6769620258	246701.98635963927	-4885.793212776904	11314.539169279335
1033080.2589174965	250768.3748786511	-4859.220329975116	11194.23734299162
1039587.8408729673	254834.76339766296	-4832.571593299907	11075.784567896606
1046095.422828438	258901.1519166748	-4805.862582305346	10959.15123840811
1052603.0047839088	262967.54043568665	-4779.1080411383455	10844.307941872925
1059110.5867393797	267033.9289546985	-4752.321917057467	10731.22548433003
1065618.1686948505	271100.31747371034	-4725.517397312886	10619.874913660438
1072125.7506503214	275166.7059927222	-4698.706944446513	10510.22754032107
1078633.3326057922	279233.09451173403	-4671.90233007085	10402.254955843044
1085210.8916901767	283185.2907348676	-4644.27004518056	10298.05195746687
1091788.4507745611	287137.4869580012	-4616.709182740648	10195.44204703148
1098366.0098589456	291089.6831811348	-4589.227911836433	10094.397202762262
1104943.56894333	295041.8794042684	-4561.833893655766	9994.889810480136
1111521.1280277146	298994.075627402	-4534.534306500253	9896.892668303708
1118098.687112099	302946.2718505356	-4507.335869637208	9800.378990263436
1124676.2461964835	306898.4680736692	-4480.244866043133	9705.322408920942
1131253.805280868	310850.6642968028	-4453.267164087591	9611.696977079637
1137831.3643652524	314802.86051993637	-4426.408238204494	9519.477168666665
1144408.923449637	318755.05674306996	-4399.673188595926	9428.637878860174
1150986.4825340214	322707.25296620355	-4373.066760011763	9339.15442353056
1157564.0416184058	326659.44918933715	-4346.593359646795	9251.002538059074
1164141.6007027903	330611.64541247074	-4320.257074195173	9164.158375592662
1170719.1597871748	334563.84163560433	-4294.061686100385	9078.5985047892
1177296.7188715592	338516.0378587379	-4268.010689037417	8994.299907103601
1183874.2779559437	342468.2340818715	-4242.107302662109	8911.23997366096
1190451.8370403282	346420.4303050051	-4216.354486661433	8829.396501759846
1197029.3961247127	350372.6265281387	-4190.754954136566	8748.74769104519
1203606.9552090971	354324.8227512723	-4165.311184349699	8669.272139387316
1210184.5142934816	358277.0189744059	-4140.0254348638955	8590.948838500906
1216762.073377866	362229.2151975395	-4114.899753104011	8513.757169334796
1223407.606002949	366066.0152475395	-4089.453404576271	8439.525760558492
1230053.1386280318	369902.8152975395	-4064.195203414197	8366.356385498271
1236698.6712531147	373739.61534753954	-4039.1257027269053	8294.229772324798
1243344.2038781976	377576.41539753956	-4014.2453202920497	8223.127033709075
1249989.7365032805	381413.2154475396	-3989.5543463718654	8153.0296600379215
1256635.2691283633	385250.0154975396	-3965.0529511373334	8083.919512632749
1263280.8017534462	389086.8155475396	-3940.7411917196587	8015.778816983366
1269926.334378529	392923.61559753964	-3916.619018907106	7948.590156007239
1276571.867003612	396760.41564753966	-3892.6862835046813	7882.336463343806
1283149.4260879965	400712.61187067325	-3869.3271249385903	7815.284233943327
1289726.985172381	404664.80809380685	-3846.1372014313038	7749.161784837108
1296304.5442567654	408617.00431694044	-3823.1168243915718	7683.952779744978
1302882.1033411499	412569.20054007403	-3800.2662016649847	7619.641199394096
1309527.6359662327	416406.00059007405	-3777.2396962266575	7557.873698530778
1316173.1685913156	420242.80064007407	-3754.400820032335	7496.945327530207
1322818.7012163985	424079.6006900741	-3731.74885374976	7436.8412879917405
1329464.2338414814	427916.4007400741	-3709.2830192927513	7377.547081217472
1336109.7664665643	431753.20079007413	-3687.0024837772503	7319.048502082082
1342755.2990916471	435590.00084007415	-3664.9063632736093	7261.331632992041
1349400.83171673	439426.80089007417	-3642.993726365183	7204.382837936361
1356046.364341813	443263.6009400742	-3621.263597522706	7148.188756630717
1362691.8969668958	447100.4009900742	-3599.714960303453	7092.736298756408
1369337.4295919787	450937.20104007423	-3578.346760383828	7038.012638295281
1375982.9622170615	454774.00109007425	-3557.157908433577	6984.005207961562
1382628.4948421444	458610.80114007427	-3536.1472828392784	6930.701693731187
1389274.0274672273	462447.6011900743	-3515.3137322846806	6878.090029468997
1395919.5600923102	466284.4012400743	-3494.656078194813	6826.1583916539885
1402565.092717393	470121.2012900743	-3474.173117050583	6774.895194202594
1409210.625342476	473958.00134007435	-3453.8636225802334	6724.289083389755
1415856.1579675588	477794.80139007437	-3433.726347833754	6674.328932867518
1422501.6905926417	481631.6014400744	-3413.760027145964	6625.003838780539
1429147.2232177246	485468.4014900744	-3393.963377993754	6576.303114977943
1435858.7050898913	489188.63664047763	-3374.1285896167956	6529.650081354211
1442570.186962058	492908.87179088086	-3354.4714344774857	6483.576767576499
1449281.6688342248	496629.1069412841	-3334.990220052099	6438.073472286174
1455993.1507063915	500349.3420916873	-3315.683256032123	6393.130690315996
1462704.6325785583	504069.57724209054	-3296.548855280279	6348.739108247133
1469350.1652036412	507906.37729209056	-3277.7673497557885	6303.514997355367
1475995.697828724	511743.1773420906	-3259.145626786555	6258.846723148251
1482641.230453807	515579.9773920906	-3240.682339292599	6214.725176403097
1489286.7630788898	519416.7774420906	-3222.3761356666546	6171.141426571288
1495932.2957039727	523253.57749209064	-3204.2256608340895	6128.08671790875
1502577.8283290556	527090.3775420906	-3186.229557251885	6085.552465689956
1509223.3609541385	530927.1775920906	-3168.3864658497096	6043.530252504054
1515868.8935792213	534763.9776420905	-3150.6950269159574	6002.01182463186
1522514.4262043042	538600.7776920905	-3133.1538809314648	5960.989088502155
1529159.958829387	542437.5777420904	-3115.7616693535388	5920.4541072260545
1535805.49145447	546274.3777920904	-3098.517035352804	5880.399097207916
1542451.0240795529	550111.1778420904	-3081.4186245052033	5840.816424831438
1549162.5059517196	553831.4129924936	-3064.3344774384814	5802.94547586406
1555873.9878238863	557551.6481428968	-3047.400961088079	5765.511919666828
1562585.469696053	561271.8832933	-3030.6164922802727	5728.508865199577
1569296.9515682198	564992.1184437033	-3013.979500412993	5691.929554745118
1576008.4334403866	568712.3535941065	-2997.4884276912	5655.767360946601
1582719.9153125533	572432.5887445097	-2981.141729338836	5620.0157839161075
1589431.39718472	576152.823894913	-2964.9378737885236	5584.66844841284
1596076.929809803	579989.6239449129	-2948.983478760553	5548.541044661283
1602722.4624348858	583826.4239949129	-2933.1628169661035	5512.824175218967
1609367.9950599687	587663.2240449128	-2917.474599783468	5477.511533148343
1616013.5276850516	591500.0240949128	-2901.917545899571	5442.59692959238
1622659.0603101344	595336.8241449128	-2886.490381620747	5408.074291258667
1629304.5929352173	599173.6241949127	-2871.1918411605593	5373.937657960654
1635950.1255603002	603010.4242449127	-2856.0206669056806	5340.181180214785
1642595.658185383	606847.2242949127	-2840.975609661116	5306.799116892304
1649307.1400575498	610567.4594453159	-2825.9706527599496	5274.892359321916
1656018.6219297166	614287.6945957191	-2811.094413273641	5243.3316352633165
1662730.1038018833	618007.9297461223	-2796.3455020092856	5212.111781206119
1669441.58567405	621728.1648965256	-2781.7225441958767	5181.227729198992
1676153.0675462168	625448.4000469288	-2767.224179471721	5150.674504790079
1682864.5494183835	629168.635197332	-2752.84906186269	5120.44722501668
1689576.0312905503	632888.8703477352	-2738.595859751852	5090.5410964428565
1696287.513162717	636609.1054981385	-2724.4632558410394	5060.951413243827
1702998.9950348837	640329.3406485417	-2710.4499471049803	5031.673555335937
1709710.4769070505	644049.5757989449	-2696.554644738346	5002.702986551059
1716356.0095321334	647886.3758489449	-2682.8387340745167	4973.011485701816
1723001.5421572162	651723.1758989448	-2669.234200775955	4943.633951939811
1729647.074782299	655559.9759489448	-2655.7399305184213	4914.565853382488
1736292.607407382	659396.7759989448	-2642.354818897322	4885.802738784073
1742938.1400324649	663233.5760489447	-2629.077771473713	4857.34023587517
1749583.6726575478	667070.3760989447	-2615.9077038115447	4829.17404973993
1756229.2052826306	670907.1761489447	-2602.8435415066547	4801.299961229935
1762940.6871547974	674627.4112993479	-2589.835575135553	4774.685294928063
1769652.169026964	678347.6464497511	-2576.9348991248726	4748.340059151085
1776363.6508991309	682067.8816001543	-2564.1403569873855	4722.260471850226
1783075.1327712976	685788.1167505576	-2551.4508056741824	4696.442817369606
1789786.6146434643	689508.3519009608	-2538.865115464506	4670.883445074357
1796498.096515631	693228.587051364	-2526.382169853182	4645.5787680107205
1803209.5783877978	696948.8222017672	-2514.0008654359635	4620.525261597259
1809921.0602599645	700669.0573521705	-2501.7201117929867	4595.719462346417
